DBMS_urnform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website URL,Website,Source Code,Documentation,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Programming Language,Written in,Supported Languages,Supported languages,Embeds / Uses,Licenses,Operating Systems,Blog URL,Twitter,Wikipedia URL,Wikipedia,Coding Agent,Tags,Crawl Error,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Embedded,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name,Governance,Hosted Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
memcached,Memcached,https://dbdb.io/db/memcached,https://dbdb.io/media/logos/memcached2021.svg,,"Memcached (pronunciation: mem-cash-dee) is a distributed in-memory key-value storage system, usually used for caching objects in memory to speed up database applications. Typically, users wrap database queries with Memcached get/set operations to cache recently-used objects.",Key-Value,Custom API,Shared-Nothing,https://memcached.org,https://memcached.org,https://github.com/memcached/memcached,https://github.com/memcached/memcached/wiki,https://github.com/memcached/memcached/wiki,Danga Interactive,US,2003,,"Commercial,Open Source",C,C,"C++,Perl","C++,Perl",,BSD License,"AIX,BSD,Linux,macOS,Solaris,Windows",,@memcached,https://en.wikipedia.org/wiki/Memcached,https://en.wikipedia.org/wiki/Memcached,,,,,In-Memory,Custom,"There is no checkpointing in Memcached, since it is intended for being a caching system. The cache is not persistant between restarts.",Not Supported,"Memcached only stores one key-value map. There is no support for relational schemas. Therefore, there is no need to support foreign keys.",Hash Table,"Memcached doesn't have the concept of transactions. The get/set operations are atomic, though. For example, multiple sets on the same key can be issued concurrently, but only the last will stay.",Not Supported,Not Supported,Not Supported,Tuple-at-a-Time Model,Not Supported,Not Supported,,,,,,,,,,,,Key-value,Y,memcached/memcached,memcached,memcached,Y
memcp,MemCP,https://dbdb.io/db/memcp,https://dbdb.io/media/logos/memcp.svg,,MemCP is an in-memory columnar DBMS compatible with MySQL.,Relational,"SQL,HTTP / REST",Shared-Everything,https://memcp.org/wiki/Main_Page,https://memcp.org/wiki/Main_Page,https://github.com/launix-de/memcp,,,Launix,DE,2022,,Open Source,Go,Go,,,,GPL v3,Linux,,,,,Claude,,,"Dictionary Encoding,Bit Packing / Mostly Encoding",In-Memory,Decomposition Storage Model (Columnar),,,,,,,,,,,,,,,,,,,MySQL,,,,Relational,Y,launix-de/memcp,launix-de,memcp,Y
memgraph,Memgraph,https://dbdb.io/db/memgraph,https://dbdb.io/media/logos/memgraph.svg,,"Memgraph is a native fully distributed in-memory graph database built to handle real-time use-cases. It features full ACID-compliant transactions and strong consistency, and uses the RAFT algorithm for replication. It supports the standardized openCypher query language. Various graph algorithms are also shipped with the database, such as breadth first search and weighted shortest path. Memgraph is available on-premises or in-cloud, and is offered in a single node or distributed version.",Graph,Cypher,Shared-Nothing,https://memgraph.com/,https://memgraph.com/,https://github.com/memgraph/memgraph,https://memgraph.com/docs/,https://memgraph.com/docs/,,GB,2016,,"Commercial,Open Source","C,C++","C,C++","C,C#,C++,Elixir,Go,Haskell,Java,JavaScript,PHP,Python,Ruby,Scala","C,C#,C++,Elixir,Go,Haskell,Java,JavaScript,PHP,Python,Ruby,Scala",,Business Source License,Linux,,@memgraphdb,,,"Claude,Copilot,Cursor",,,,"In-Memory,Hybrid",Custom,Consistent,Multi-version Concurrency Control (MVCC),Not Supported,Skip List,Snapshot Isolation,,Physiological Logging,Not Supported,Tuple-at-a-Time Model,Not Supported,Not Supported,,,,,Intra-Operator (Horizontal),,,Neo4j,,,,Graph,Y,memgraph/memgraph,memgraph,memgraph,Y
memstate,Memstate,https://dbdb.io/db/memstate,https://dbdb.io/media/logos/memstate.png.40x40_q85.png,,Memstate is a transactional in-memory object-oriented DBMS. It uses PostgreSQL or EventStore as its back-end storage layer.,Object-Oriented,Custom API,Shared-Everything,https://memstate.io,https://memstate.io,https://github.com/devrexlabs/memstate,https://memstate.io/docs/,https://memstate.io/docs/,Devrex Labs,SE,2017,2022,"Commercial,Open Source",C#,C#,C#,C#,"KurrentDB,PostgreSQL","GPL v3,LGPL v3",,,,,,,,,,In-Memory,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,,,,Object oriented,Y,devrexlabs/memstate,devrexlabs,memstate,Y
mentat,Mentat,https://dbdb.io/db/mentat,https://dbdb.io/media/logos/mentat.png.40x40_q85.png,,"Project Mentat is a persistent, embedded knowledge base written in Rust.",Relational,,,https://mozilla.github.io/mentat,https://mozilla.github.io/mentat,https://github.com/mozilla/mentat,https://github.com/mozilla/mentat/wiki,https://github.com/mozilla/mentat/wiki,Mozilla,US,2016,2018,Open Source,Rust,Rust,,,SQLite,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,"DataScript,Datomic",,,,,"Datomish, Project Mentat",,,Relational,Y,mozilla/mentat,mozilla,mentat,Y
mentedb,MenteDB,https://dbdb.io/db/mentedb,https://dbdb.io/media/logos/mentedb.svg,,"MenteDB is a database engine designed for AI agent memory management. Written in Rust, it stores and retrieves knowledge optimized for transformer consumption. It is provides a storage engine that replaces static configuration files with an active knowledge management system capable of tracking decisions and detecting inconsistencies. It provides semantic search via embeddings, contradiction detection, and cross-device synchronization. The system uses a background pipeline to extract facts, preferences, and decisions from conversation logs.","Graph,Vector",Custom API,Embedded,https://mentedb.com,https://mentedb.com,https://github.com/nambok/mentedb,https://docs.rs/mentedb-core/latest/mentedb_core/,https://docs.rs/mentedb-core/latest/mentedb_core/,Nam Bok Rodriguez,US,2026,,"Hobby,Open Source",Rust,Rust,,,,Apache v2,"Linux,macOS,Windows",,,,,Copilot,,,,Disk-oriented,,,,,Hierarchical Navigable Small World (HNSW),,,,,,,,,,Log-structured,,,,,,,,,"Graph,Vector",Y,nambok/mentedb,nambok,mentedb,Y
metalbase,MetalBase,https://dbdb.io/db/metalbase,https://dbdb.io/media/logos/metalbase.svg,,"MetalBase is a small relational database management system. It has all the pieces that a relational database should have from the early 1990s: C interface, curses interface, and a report writer.",Relational,,Shared-Everything,,,https://github.com/apavlo/metalbase,,,Richard P Jernigan IV,US,,1994,Open Source,C,C,C,C,,,Linux,,,,,,,,,,,,,,AVL-Tree,,,,,,,,,,,,,,,,,,,Relational,Y,apavlo/metalbase,apavlo,metalbase,Y
milvus,Milvus,https://dbdb.io/db/milvus,https://dbdb.io/media/logos/milvus.svg,,Milvus is a vector DBMS design to to store vectors generated by machine learning models and neural networks.,Vector,Custom API,,https://milvus.io/,https://milvus.io/,https://github.com/milvus-io/milvus,https://milvus.io/docs,https://milvus.io/docs,The Milvus Project,CN,2019,,Open Source,Go,Go,Python,Python,RocksDB,Apache v2,Linux,https://milvus.io/blog,@milvusio,,,"Claude,Cursor",,,,,,,,,Hierarchical Navigable Small World (HNSW),,,,,,,,,,,,,,,,,LF AI & Data Foundation,,Vector,Y,milvus-io/milvus,milvus-io,milvus,Y
mimir,Mimir,https://dbdb.io/db/mimir,https://dbdb.io/media/logos/mimir.svg,,Mimir is an open-source time0series database to provide long-term storage for Prometheus.,Relational,"HTTP / REST,PromQL",Shared-Disk,https://grafana.com/oss/mimir/,https://grafana.com/oss/mimir/,https://github.com/grafana/mimir,https://grafana.com/docs/mimir/latest/,https://grafana.com/docs/mimir/latest/,Grafana Labs,GB,2016,,"Commercial,Open Source",Go,Go,,,,AGPL v3,Linux,,@grafana,,,"Claude,Copilot,Cursor",,,,Disk-oriented,,,,,,,,,,,,,,,,Prometheus,Intra-Operator (Horizontal),Custom,,Prometheus,Project Frankenstein,,,Relational,Y,grafana/mimir,grafana,mimir,Y
mkdb,mkdb,https://dbdb.io/db/mkdb,,,"A toy relational database management system implemented in Rust for educational purposes. It provides a SQL query interface, disk-based storage, and B+Tree indexing to demonstrate database internals.",Relational,SQL,,https://github.com/antoniosarosi/mkdb,https://github.com/antoniosarosi/mkdb,https://github.com/antoniosarosi/mkdb,https://github.com/antoniosarosi/mkdb/blob/master/README.md,https://github.com/antoniosarosi/mkdb/blob/master/README.md,,ES,2023,2024,"Educational,Open Source",Rust,Rust,,,,MIT License,"Linux,macOS,Windows",,,,,,,,,Disk-oriented,,,,,B+Tree,,,,,,,,,,,"BusTub,SQLite",,,,,,,,Relational,Y,antoniosarosi/mkdb,antoniosarosi,mkdb,Y
mldb,MLDB,https://dbdb.io/db/mldb,https://dbdb.io/media/logos/mldbai.png.40x40_q85.png,,MLDB is an open-source database designed for machine learning.,,"SQL,HTTP / REST",,https://mldb.ai,https://mldb.ai,https://github.com/mldbai/mldb,https://docs.mldb.ai/doc#builtin/Overview.md.html,https://docs.mldb.ai/doc#builtin/Overview.md.html,MLDB.ai,CA,2015,2025,"Commercial,Open Source",C++,C++,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ElementAI,,,,,,Y,mldbai/mldb,mldbai,mldb,Y
mmkv,MMKV,https://dbdb.io/db/mmkv,https://dbdb.io/media/logos/mmkv.png.40x40_q85.png,,"MMKV is a mobile key-value storage framework developed by Tencent for the WeChat application. It targets Android, iOS, macOS, Windows, POSIX, and HarmonyOS platforms. The system utilizes memory-mapped files to synchronize data between memory and disk, and employs Protocol Buffers for value encoding and decoding. It provides an application programming interface that persists changes immediately without requiring explicit synchronization commands.",Key-Value,Custom API,,https://github.com/Tencent/MMKV,https://github.com/Tencent/MMKV,https://github.com/Tencent/MMKV,https://github.com/Tencent/MMKV/wiki,https://github.com/Tencent/MMKV/wiki,,CN,2018,,Open Source,C++,C++,,,,BSD License,"Android,HarmonyOS,iOS,Linux,macOS,Windows",,,,,,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,,,,Key-value,Y,Tencent/MMKV,Tencent,MMKV,Y
mnesia,Mnesia,https://dbdb.io/db/mnesia,https://dbdb.io/media/logos/mnesia.png.40x40_q85.png,,Mnesia is a distributed relational DBMS written in the Erlang.,Relational,Custom API,Shared-Nothing,https://www.erlang.org/doc/apps/mnesia/mnesia.html,https://www.erlang.org/doc/apps/mnesia/mnesia.html,https://github.com/erlang-labs/mnesia,https://www.erlang.org/doc/apps/mnesia,https://www.erlang.org/doc/apps/mnesia,Ericsson,FI,,,Open Source,Erlang,Erlang,,,,,,,,https://en.wikipedia.org/wiki/Mnesia,https://en.wikipedia.org/wiki/Mnesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relational,Y,erlang-labs/mnesia,erlang-labs,mnesia,Y
mnestic,mnestic,https://dbdb.io/db/mnestic,https://dbdb.io/media/logos/mnestic.svg,,"mnestic is a transactional embedded Datalog DBMS that supports relational, graph, and vector data models.",Relational,Datalog,Embedded,https://www.mnesticdb.com/,https://www.mnesticdb.com/,https://github.com/shuruheel/mnestic,https://www.mnesticdb.com/docs,https://www.mnesticdb.com/docs,,US,2026,,"Commercial,Open Source",,,,,,Mozilla Public License,Linux,,,,,Claude,,,,Disk-oriented,,,,,,,,,,,,,CozoDB,,,,,,,,,,,Relational,Y,shuruheel/mnestic,shuruheel,mnestic,Y
mobydb,MobyDB,https://dbdb.io/db/mobydb,https://dbdb.io/media/logos/mobydb.svg,,"MobyDB is a geospatial-native database that utilizes a composite primary key composed of an H3 hexagonal cell identifier, a GEP epoch timestamp, and an Ed25519 public key. It addresses records based on spatial location, temporal epoch, and cryptographic identity rather than treating geography as a supplementary column type. The system is designed for workloads requiring spatial indexing, time-series tracking, and tamper-evident record verification without relying on traditional relational extensions or GiST indexes. It is written in Rust for its core implementation with RocksDB serving as the underlying storage engine.",Key-Value,"Custom API,HTTP / REST",,https://mobydb.com,https://mobydb.com,https://github.com/GNS-Foundation/mobydb,,,,IT,2026,,"Hobby,Open Source",Rust,Rust,,,RocksDB,Apache v2,,,,,,,,,,"Disk-oriented,In-Memory,Hybrid",,,,,Log-Structured Merge Tree,,,,,,,,,,Log-structured,,,,,,,,,Key-value,Y,GNS-Foundation/mobydb,GNS-Foundation,mobydb,Y
modeshape,ModeShape,https://dbdb.io/db/modeshape,https://dbdb.io/media/logos/modeshape.png.40x40_q85.png,,"ModeShape is a hierarchical, transactional, and consistent data store with support for queries, full-text search, events, versioning, references, and dynamic schemas.",Object-Oriented,"Custom API,SQL,HTTP / REST",,http://modeshape.jboss.org,http://modeshape.jboss.org,https://github.com/ModeShape/modeshape,http://docs.jboss.org/author/display/MODE50/,http://docs.jboss.org/author/display/MODE50/,"Red Hat, Inc.",US,2008,2019,"Commercial,Open Source",Java,Java,Java,Java,,Apache v2,All OS with Java VM,,@modeshape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object oriented,Y,ModeShape/modeshape,ModeShape,modeshape,Y
mondrian,Mondrian,https://dbdb.io/db/mondrian,https://dbdb.io/media/logos/modrian.png.40x40_q85.png,,Mondrian is an OLAP query execution engine written in Java.,Relational,,,https://mondrian.pentaho.com,https://mondrian.pentaho.com,https://github.com/pentaho/mondrian,http://mondrian.pentaho.com/documentation/,http://mondrian.pentaho.com/documentation/,"Pentaho, Inc.",US,2002,,"Commercial,Open Source",Java,Java,,,,Eclipse Public License,,,@MondrianOLAP,https://en.wikipedia.org/wiki/Mondrian_OLAP_server,https://en.wikipedia.org/wiki/Mondrian_OLAP_server,,,,,,,,,,,,,,,,,,,,,,,,Hitachi,,,,,Relational,Y,pentaho/mondrian,pentaho,mondrian,Y
monetdb,MonetDB,https://dbdb.io/db/monetdb,https://dbdb.io/media/logos/monetdb.png.40x40_q85.png,,"MonetDB is an open-source column-oriented relational database management system developed at Centrum Wiskunde & Informatica (CWI) in the Netherlands. It targets analytical workloads, online analytical processing (OLAP), data mining, geographic information systems, RDF storage, text retrieval, and sequence alignment processing. The system implements standard SQL with ACID compliance, window functions, and provides JDBC and ODBC drivers for application integration.",Column Family / Wide-Column,SQL,Shared-Everything,https://www.monetdb.org,https://www.monetdb.org,https://github.com/MonetDB/MonetDB,https://www.monetdb.org/documentation-Dec2025/,https://www.monetdb.org/documentation-Dec2025/,,NL,2002,,"Academic,Commercial,Open Source",C,C,"Java,JavaScript,Perl,PHP,Python,R,Ruby","Java,JavaScript,Perl,PHP,Python,R,Ruby",,Mozilla Public License,"Linux,macOS,Windows",https://www.monetdb.org/blogs,@MonetDB,https://en.wikipedia.org/wiki/MonetDB,https://en.wikipedia.org/wiki/MonetDB,,,,"Dictionary Encoding,Bit Packing / Mostly Encoding",Disk-oriented,Decomposition Storage Model (Columnar),,Optimistic Concurrency Control (OCC),Supported,Hash Table,Serializable,Hash Join,Physical Logging,Code Generation,Vectorized Model,Supported,Virtual Views,,,,,Intra-Operator (Horizontal),,,,Monet,,,Wide column,Y,MonetDB/MonetDB,MonetDB,MonetDB,Y
mongodb,MongoDB,https://dbdb.io/db/mongodb,https://dbdb.io/media/logos/mongodb-2023.svg,,"MongoDB is an open-source, cross-platform document-oriented DBMS store. It is a document database storing strongly typed objects with optional levels of schema validation. Ad hoc queries, indexing, and real time aggregation provide different ways to access and analyze the data. It is a distributed database at its core that provides high availability, horizontal scaling, and geographic distribution.",Document / XML,Custom API,Shared-Nothing,https://www.mongodb.com,https://www.mongodb.com,https://github.com/mongodb/mongo,https://www.mongodb.com/docs/,https://www.mongodb.com/docs/,"MongoDB, Inc.",US,2009,,"Commercial,Open Source","C++,JavaScript,Python","C++,JavaScript,Python","C,C#,C++,Delphi,Elixir,Erlang,Go,Haskell,Java,JavaScript,Julia,Lisp,Lua,Matlab,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,TypeScript","C,C#,C++,Delphi,Elixir,Erlang,Go,Haskell,Java,JavaScript,Julia,Lisp,Lua,Matlab,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,TypeScript",WiredTiger,Server Side Public License,"Linux,macOS,Windows",https://www.mongodb.com/company/blog,@MongoDB,https://en.wikipedia.org/wiki/MongoDB,https://en.wikipedia.org/wiki/MongoDB,"Claude,Copilot,Cursor",,,,Hybrid,Custom,Consistent,"Two-Phase Locking (Deadlock Prevention),Optimistic Concurrency Control (OCC)",In MongoDB there is no foreign key constraint. Users can use primary id of one collection as a foreign key in other collection but there is no referential actions to be followed by default. Programmer has to explicitly create a relationship via programming in the two collections and to handle that by himself. The advantage in this is embedding of data in data itself. Embeding a json document inside a another json document which makes it lot easier for our application to fetch data.,B+Tree,"Read Uncommitted,Read Committed,Snapshot Isolation,Repeatable Read",Nested Loop Join,Physiological Logging,Not Supported,Tuple-at-a-Time Model,Not Supported,Virtual Views,,,,,,Custom,,,,,,Document,Y,mongodb/mongo,mongodb,mongo,Y
monotone,Monotone,https://dbdb.io/db/monotone,https://dbdb.io/media/logos/monotone.svg,,"Monotone is an embeddable DBMS designed for sequential workloads, such as append write and range scans.",,,,https://monotone.studio,https://monotone.studio,https://github.com/amelielabs/monotone,https://monotone.studio/docs,https://monotone.studio/docs,Dmitry Simonenko,RU,2023,,"Hobby,Open Source",C,C,,,,MIT License,,,@pmwkaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,amelielabs/monotone,amelielabs,monotone,Y
mulgara,Mulgara,https://dbdb.io/db/mulgara,https://dbdb.io/media/logos/mulgara.png.40x40_q85.png,,Mulgara is a RDF DBMS written entirely in Java,Triplestore / RDF,SPARQL,,http://www.mulgara.org,http://www.mulgara.org,https://github.com/quoll/mulgara,http://mulgara.org/documentation.html,http://mulgara.org/documentation.html,,US,2006,2021,Open Source,Java,Java,,,,Open Software License 3.0,,,,https://en.wikipedia.org/wiki/Mulgara_(software),https://en.wikipedia.org/wiki/Mulgara_(software),,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDF,Y,quoll/mulgara,quoll,mulgara,Y
multigres,Multigres,https://dbdb.io/db/multigres,https://dbdb.io/media/logos/multigres.svg,,"Multigres is an open-source distributed database platform that extends PostgreSQL with horizontal scalability, high availability, and operational capabilities inspired by the Vitess architecture for MySQL. Rather than modifying the PostgreSQL storage engine itself, Multigres employs a layered proxy architecture that provides connection pooling, query routing, failover management, and sharding while preserving compatibility with the PostgreSQL protocol. The system is designed to support multi-tenant, globally distributed deployments by automatically managing clusters of PostgreSQL instances, coordinating replication and failover, and presenting sharded databases as a single logical PostgreSQL system.",Relational,PL/SQL,Shared-Nothing,https://multigres.com,https://multigres.com,https://github.com/multigres/multigres,https://multigres.com/docs,https://multigres.com/docs,Supabase Inc.,US,2025,,Open Source,Go,Go,,,PostgreSQL,Apache v2,Linux,,@multigres,,,"Claude,Copilot",,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Consistent,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Detection)",Supported,"B+Tree,Hash Table,Inverted Index (Full Text),Block Range Index (BRIN)","Read Uncommitted,Read Committed,Serializable,Snapshot Isolation,Repeatable Read","Nested Loop Join,Hash Join,Sort-Merge Join",Physical Logging,JIT Compilation,Tuple-at-a-Time Model,Supported,"Virtual Views,Materialized Views",,,Heaps,Vitess,Intra-Operator (Horizontal),Custom,,PostgreSQL,,,,Relational,Y,multigres/multigres,multigres,multigres,Y
muopdb,MuopDB,https://dbdb.io/db/muopdb,,,"MuopDB is an on-disk vector database designed for machine learning workloads. It supports hybrid search combining text search with stemming and filtered vector search. The system utilizes multiple index types including HNSW, IVF, SPANN, and Multi-user SPANN, all stored on disk. It features product quantization and supports different I/O models such as memory-mapped files and asynchronous I/O with optional io_uring support on Linux. A key feature is multi-user support within collections, allowing individual user indices while sharing a knowledge base, targeting LLM memory applications.",Vector,"HTTP / REST,RPC",Shared-Everything,https://github.com/hicder/muopdb,https://github.com/hicder/muopdb,https://github.com/hicder/muopdb,https://github.com/hicder/muopdb/wiki,https://github.com/hicder/muopdb/wiki,Hieu Pham,US,2024,,"Hobby,Open Source",Rust,Rust,,,,,"Linux,macOS",,,,,,,,,Disk-oriented,,,,,Hierarchical Navigable Small World (HNSW),,,,,,,,,,,,,,,,,,,Vector,Y,hicder/muopdb,hicder,muopdb,Y
mutable,mutable,https://dbdb.io/db/mutable,https://dbdb.io/media/logos/mutable.svg,,mutable is an academic DBMS designed to support rapid prototyping of research ideas while also maintaining performance that is competitive with state-of-the-art systems.,,,,https://bigdata.uni-saarland.de/projects/mutable,https://bigdata.uni-saarland.de/projects/mutable,,,,Saarland University,DE,2019,,"Academic,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
myscaledb,MyScaleDB,https://dbdb.io/db/myscaledb,https://dbdb.io/media/logos/myscaledb.svg,,MyScaleDB is a hard-fork of Clickhouse that adds vector search and full-text indexing using Tantivy.,Relational,SQL,Shared-Everything,https://myscale.com,https://myscale.com,https://github.com/myscale/MyScaleDB,https://www.myscale.com/docs,https://www.myscale.com/docs,Moqi Technology,CN,2021,2025,"Commercial,Open Source",C++,C++,,,Tantivy,Apache v2,"Hosted,Linux",,@MyScaleDB,,,Gemini,,,,Disk-oriented,Decomposition Storage Model (Columnar),,,,Inverted Index (Full Text),,,,,Vectorized Model,,,ClickHouse,,,,,,,ClickHouse,,,,Relational,Y,myscale/MyScaleDB,myscale,MyScaleDB,Y
mysql,MySQL,https://dbdb.io/db/mysql,https://dbdb.io/media/logos/MySQL.svg,,"MySQL is an open-source relational database management system. MySQL is used in many web applications and websites, and there are several commercial databases that are compatible with it. Users interact with the database through SQL. The default version of MySQL uses InnoDB as a storage engine. However, the MySQL storage engine architecture is pluggable, allowing for a specialized storage engine to be used. MySQL has been actively updated and supported since 1995, with new versions being released every 1-3 years. Several MySQL forks exist, most notably MariaDB, which is led by the original MySQL developers. Oracle, which acquired MySQL in 2010, offers several paid editions of the DBMS that offer additional features.",Relational,SQL,Shared-Everything,https://www.mysql.com,https://www.mysql.com,https://github.com/mysql/mysql-server,https://dev.mysql.com/doc/,https://dev.mysql.com/doc/,,SE,1994,,Open Source,"C,C++","C,C++",,,,GPL v2,"BSD,Linux,macOS,Windows",,@MySQL,https://en.wikipedia.org/wiki/MySQL,https://en.wikipedia.org/wiki/MySQL,,,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Fuzzy,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Detection)",Supported,"B+Tree,R-Tree,Inverted Index (Full Text)","Read Uncommitted,Read Committed,Serializable,Repeatable Read",Nested Loop Join,"Physical Logging,Physiological Logging",Not Supported,Tuple-at-a-Time Model,Supported,Virtual Views,,,Copy-on-Write / Shadow Paging,,,,"Sun Microsystems,Oracle Corporation",,,,,Relational,Y,mysql/mysql-server,mysql,mysql-server,Y
namidb,NamiDB,https://dbdb.io/db/namidb,https://dbdb.io/media/logos/namidb.png.40x40_q85.png,,"NamiDB is a graph database engine designed to store data directly in cloud object storage buckets such as AWS S3, Cloudflare R2, Google Cloud Storage, Azure Blob, and MinIO. It uses the Cypher query language and organizes nodes and edges into columnar files within the bucket. NamiDB can be deployed as an embedded library, a standalone HTTP server, or through a hosted cloud service, targeting workloads involving knowledge graphs, AI agent memory, and deep retrieval systems.",Graph,"Cypher,HTTP / REST",Embedded,https://www.namidb.com/,https://www.namidb.com/,https://github.com/namidb/namidb,https://docs.namidb.com,https://docs.namidb.com,"LESAI, Corp.",US,2026,,"Commercial,Open Source",Rust,Rust,,,,Business Source License,"Linux,macOS,Windows",,@matiasfonsec,,,,,,,,Decomposition Storage Model (Columnar),,,,Log-Structured Merge Tree,,,,,,,,,,Log-structured,,,Parquet,,,,,,Graph,Y,namidb/namidb,namidb,namidb,Y
nanolat,Nanolat,https://dbdb.io/db/nanolat,,,Nanolat is an in-memory key/value store that supports PUT / GET / DEL and range search on cursors.,Key-Value,,,http://nanolat.com/index/0-2,http://nanolat.com/index/0-2,https://github.com/Nanolat/nldb,,,,KR,2012,2014,Open Source,,,,,LevelDB,Apache v2,,,@nanolat_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLDB,,,Key-value,Y,Nanolat/nldb,Nanolat,nldb,Y
narayanadb,NarayanaDB,https://dbdb.io/db/narayanadb,https://dbdb.io/media/logos/narayanadb.svg,,"NarayanaDB is a DBMS that integrates columnar storage with cognitive architecture and reinforcement learning optimization capabilities. Implemented in Rust, it targets real-time analytics, robotics control systems, and distributed applications.",Relational,"GraphQL,HTTP / REST,RPC",,https://github.com/carlosbarbosamexico/narayana,https://github.com/carlosbarbosamexico/narayana,https://github.com/carlosbarbosamexico/narayana,,,Carlos Barbosa,BR,2025,,"Hobby,Open Source",C++,C++,,,,Apache v2,Linux,,,,,,,,,Disk-oriented,Decomposition Storage Model (Columnar),,,,"B+Tree,Hash Table,Hierarchical Navigable Small World (HNSW)",,,,,Vectorized Model,,,RocksDB,,,,,,,,,,,Relational,Y,carlosbarbosamexico/narayana,carlosbarbosamexico,narayana,Y
ncache,NCache,https://dbdb.io/db/ncache,https://dbdb.io/media/logos/ncache.svg,,NCache is a distributed cache for .NET and Java. It is an open source product released under the Apache 2.0 license.,Key-Value,SQL,Shared-Everything,https://www.alachisoft.com/ncache/,https://www.alachisoft.com/ncache/,https://github.com/Alachisoft/NCache,https://www.alachisoft.com/resources/docs/,https://www.alachisoft.com/resources/docs/,Alachisoft,US,2015,,"Commercial,Open Source",,,,,,"Apache v2,Proprietary","Hosted,Linux,Windows",https://www.alachisoft.com/blogs/,@NCache,,,,,,,In-Memory,,,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,,,,Key-value,Y,Alachisoft/NCache,Alachisoft,NCache,Y
ndatabase,NDatabase,https://dbdb.io/db/ndatabase,https://dbdb.io/media/logos/ndatabase.png.40x40_q85.png,,NDatabase is a object-oriented DBMS written in C# for the .NET environment.,Object-Oriented,Custom API,Embedded,http://ndatabase.net,http://ndatabase.net,https://archive.codeplex.com?p=ndatabase,,,Jacek Spólnik,PL,,2014,"Commercial,Open Source",C#,C#,C#,C#,,LGPL v2,Windows,,,,,,,,,In-Memory,,,,,B+Tree,,,,,,,,,,,,,,,,,,,Object oriented,,,,,Y
ndb-cluster,NDB Cluster,https://dbdb.io/db/ndb-cluster,,,NDB Cluster is a distributed DBMS that backs the MySQL Cluster product. It can be used independently of a MySQL via a C++ API.,Key-Value,Custom API,Shared-Nothing,,,https://dev.mysql.com/downloads/cluster,https://dev.mysql.com/doc/refman/8.0/en/mysql-cluster.html,https://dev.mysql.com/doc/refman/8.0/en/mysql-cluster.html,Oracle Corporation,SE,,,"Commercial,Open Source",C++,C++,C++,C++,,GPL v2,,,,https://en.wikipedia.org/wiki/NDB_Cluster,https://en.wikipedia.org/wiki/NDB_Cluster,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,Not Supported,,,,Not Supported,,,,Heaps,,,,"MySQL AB,Oracle Corporation",MySQL,,,,Key-value,,,,,Y
nebula-graph,Nebula Graph,https://dbdb.io/db/nebula-graph,https://dbdb.io/media/logos/nebulagraph_YYWOJIX.png.40x40_q85.png,,Nebula Graph is an open source distributed graph database system developed by VEsoft Inc. The goal of Nebula Graph is to serve as a graph database solution that is for both OLTP (Online Transaction Processing) and OLAP (Online Analytical Processing) business scenarios.,Graph,Custom API,Shared-Nothing,https://nebula-graph.io,https://nebula-graph.io,https://github.com/vesoft-inc/nebula,https://docs.nebula-graph.io,https://docs.nebula-graph.io,vesoft inc.,CN,2018,,Open Source,C++,C++,C++,C++,,Apache v2,Linux,,@NebulaGraph,,,,,,,,Custom,Consistent,Multi-version Concurrency Control (MVCC),Not Supported,,,,,,,,,,,,,,,,,Nebula Graph,,,Graph,Y,vesoft-inc/nebula,vesoft-inc,nebula,Y
