Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Twitter,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Wikipedia,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name
sparrowdb,SparrowDB,SparrowDB is an append-only object database that supports server-side image processing.,Key/Value,HTTP / REST,,https://sparrowdb.github.io/sparrowdb/,https://github.com/SparrowDb/sparrowdb,,SparrowDB,BR,2016.0,,Open Source,Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
speedy,Speedy,Speedy was an in-memory relational embedded DBMS that supported SQL.,Relational,SQL,,http://www.testready.net/,https://www.testready.net/download.htm,,Harald Wabnig,AT,,,"Hobby,Open Source",C,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
sphinx,Sphinx,"Sphinx is a standalone full-text search engine whose goal is to provide fast and relevant full-text search functionality. It is built to integrate with SQL databases, and to provide easy access via scripting languages, but it can be used directly without an SQL database. The Sphinx search daemon can be accessed via: Sphinx provides two indexing backends: Sphinx can use the following types of data sources to load disk indexes: The name of Sphinx refers to,S,QL,Ph,rase,In,de,x,.",,,,http://sphinxsearch.com/,https://github.com/sphinxsearch/sphinx/,,Sphinx Technologies Inc.,US,2001.0,,"Commercial,Open Source",C++,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
spicedb,SpiceDB,SpiceDB is a DBMS middleware for managing fine-grained permissions on top of relational DBMSs.,Object-Oriented,"Custom API,HTTP / REST",,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,,Authzed,US,2021.0,,"Commercial,Open Source",Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
splice-machine,Splice Machine,Splice Machine (also called SpliceSQL) is a SQL DBMS built on top of HBase and SparkSQL. All queries first are parsed using Apache Derby and then split into separate execution plans for HBase and Spark.,,SQL,Shared-Disk,http://splicemachine.com/,https://github.com/splicemachine/spliceengine,,,US,2012.0,,"Commercial,Open Source",Java,,,AGPL v3,,,,,Hybrid,,,,,,,,,,,,,,,,,,,,
splinterdb,SplinterDB,SplinterDB is an embedded key-value DBMS from VMware Research.,Key/Value,Custom API,Embedded,https://splinterdb.org,https://github.com/vmware/splinterdb,,"VMware, Inc.",US,2018.0,,"Industrial Research,Open Source",C,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
sqlite,SQLite,"SQLite is a self-contained, high-reliability, embedded, full-featured, public-domain SQL database engine. First released in August 2000, SQLite has several notable features which make it the most widely deployed database engine in the world. (1) Portability. SQLite compiles and runs on mostly every mainstream operating systems on the market no matter whether it is commercial or free, desktop-level or embedded. SQL library has a small footprint of about 324 KB when all features are enabled. (2) Application interface. SQLite provides an SQL environment for a large number of applications to manipulate databases. It provides a set of call-level API for 30+ programming languages including mostly of popular languages. (3) Single database file. Each database is stored entirely in a single native file. The file format is cross-platform. (4) Transactional. SQLite implements serializable transactions that are ACID.",Relational,"Custom API,SQL","Shared-Disk,Embedded",https://sqlite.org,https://www.sqlite.org/src/doc/trunk/README.md,,"D. Richard Hipp, Dan Kennedy, Joe Mistachkin",US,2000.0,,"Commercial,Open Source",,,,Public Domain,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
srch2,SRCH²,SRCH² was a in-memory search engine.,,,,http://srch2.com/,https://github.com/SRCH2/srch2-ngn,,SRCH²,US,2010.0,,"Commercial,Open Source",C++,,,Proprietary,,,,,,,,,,,,,,,,,,,,,,,,,
ssdb,SSDB,"SSDB is a NoSQL database implemented in C++. The goal of SSDB is to substitute, or work together with Redis. It is compatible with Redis APIs, and has a larger storage space than Redis. SSDB supports multiple data structures, including key-value pairs, hashmap, sorted set, and list. Its low-level storage engine is based on Google LevelDB. SSDB supports a wide range of programming languages.",,,,http://ssdb.io/,https://github.com/ideawu/ssdb,http://ssdb.io/docs/,Zuyang Wu,CN,2013.0,,Open Source,C++,,,BSD,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
starrocks,StarRocks,StarRocks is a distributed relational DBMS designed for data warehouse workloads.,,,,https://www.starrocks.com,https://github.com/StarRocks/StarRocks,https://docs.starrocks.com/en-us/main/introduction/StarRocks_intro,StarRocks Labs,CN,2021.0,,"Commercial,Open Source",C++,,,Elastic License v2,,,,,,,,,,,,,,,,,,,,,,,,,
stellarsql,StellarSQL,StellarSQL is an embedded SQL DBMS written in Rust.,,,,https://stellarsql.github.io/StellarSQL/stellar_sql/,https://github.com/stellarsql/StellarSQL,,An-Chi Liu,TW,2018.0,,"Hobby,Open Source",Rust,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
stig,Stig,"Stig is a non-relational, distributed graph database that was developed at Tagged.",,,,http://stigdb.org/,https://github.com/jssmith/stigdb,https://github.com/jssmith/stigdb/tree/master/docs,Tagged,US,2010.0,2014.0,Open Source,C++,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
stonedb,StoneDB,StoneDB is a columnar MySQL-compatible storage engine that supports OLAP workloads.,,,,https://stonedb.io/,https://github.com/StoneAtom/stonedb,https://stonedb.io/docs/,StoneAtom Ltd.,CN,2022.0,,"Commercial,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strabon,Strabon,Strabon is a semantic geospatial database system for storing linked geospatial data expressed in RDF and query them using an extension of SPARQL.,,,,http://www.strabon.di.uoa.gr/,http://hg.strabon.di.uoa.gr/Strabon/,,KRR&A Team,GR,2011.0,,"Academic,Open Source",Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strixdb,StrixDB,"StrixDB is a RDF store supporting SPARQL. It can be used as a SPARQL server with Apache HTTP Server, or as an embedded engine using a Windows DLL or as a Lua module.",,,,http://opoirel.free.fr/strixDB/,https://sourceforge.net/projects/strixdb/,http://opoirel.free.fr/strixDB/DOC/index.html,,FR,,,"Commercial,Open Source",,,,Proprietary,,,,,,,,,,,,,,,,,,,,,,,,,
strozzi-nosql,Strozzi NoSQL,"Strozzi NoSQL is a shell-based relational database management system created by Carlo Strozzi in the late 1990s. Its name ""NoSQL"" is because users do not write queries using SQL and is not part of the NoSQL database movement of the late 2000s.",,,,http://www.strozzi.it/cgi-bin/CSA/tw7/I/en_US/nosql/Home%20Page,http://www.strozzi.it/shared/nosql/,http://www.strozzi.it/cgi-bin/CSA/tw7/I/en_US/NoSQL/Documentation%20Index,Carlo Strozzi,IT,1989.0,,"Commercial,Open Source",,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
stsdb,STSdb,STSdb is a NoSQL key-value store written in C# for the Microsoft .NET environment.,,,,http://stssoft.com/products/stsdb-4-0/,http://stsdb.com:221/svn/STSdb/,,STS Soft SC,BG,2008.0,,Open Source,C#,,,"GPL v2,GPL v3",,,,,,,,,,,,,,,,,,,,,,,,,
summitdb,SummitDB,"SummitDB is an in-memory, NoSQL key/value DBMS.",,,,https://github.com/tidwall/summitdb,https://github.com/tidwall/summitdb,https://github.com/tidwall/summitdb/wiki,Josh Baker,US,2016.0,,"Hobby,Open Source",Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
surrealdb,SurrealDB,SurrealDB is a multi-model DBMS that supports embedded and shared-nothing deployments. It uses a hybrid data model that combines documents with explicit graph edge relationships.,,,,https://surrealdb.com/,https://github.com/surrealdb/surrealdb,https://surrealdb.com/docs,SurrealDB Ltd.,GB,2016.0,,"Commercial,Open Source",Rust,,,Business Source License,,,,Hybrid,,,,,,,,,,,,,,,,,,,,,
swaydb,SwayDB,"SwayDB is an embedded, non-blocking and type-safe NoSql database under development. It can be configured for both persistent and in-memory storage. It supports normal operations for key-value stores, and additionally supports auto expiring key values. It provides a Scala and Java API. It reaches up to 600,000 writes per second for in-memory databases and up to 300,000 for persistent databases. For transactions, SwayDB only guarantees atomicity. Log-structured merge-tree is the main underlying algorithm.",,,,http://www.swaydb.io/,https://github.com/simerplaha/SwayDB,http://www.swaydb.io/,Simer Plaha,AU,2018.0,,"Commercial,Open Source",Scala,,,AGPL v3,,,,"Disk-oriented,In-Memory",,,,,,,,,,,,,,,,,,,,,
swc-db,SWC-DB,"SWC-DB (""Super Wide Column Database"") is a wide-column DBMS. SWC-DB does not have Tables nor Namespaces; the number of columns is numerous with a support of a selector over column name and tags, the actual Key is a structure of Fractions and binary(bytes) data is supported by the Cell's (record's) Key or Value. SWC-DB can be described as key-value store model with support of numerous Fractions makeup the Key. Like the wide-column database known to support of a single column-qualifier the Key-Fractions in SWC-DB let use of 2^24 qualifiers(-1 ""row"") for a single record-key that consist the joined fractions. A Fraction limit is 2^24 in length and total key is 2^32 bytes. Regardless the key-value store as perception SWC-DB like wide-column databases has support for scanning and selecting cells on intervals, the extended support of scan includes scanning of multiple Columns with multiple Intervals in a Column. The master & meta columns in SWC-DB (the range locators system-columns) index/store additionally to the key-begin and key-end of a range, the minimal and maximum values of the fractions in an aligned manner that tackle the range-locator latency and access/scan multi-dimensional key letting to select F(N) without the need for scanning F(0). SWC-DB like no other database has support for several key-sequences, the column schema define the key byte sequence options Lexical (0,1,10,9) or Volumetric (0,1,9,10) or over Fractions-Count in a key (less to more). The Cell Value in SWC-DB is defined in column schema and current column-type options are PLAIN, SERIAL and COUNTER_(I8,I16,I32,I64). The possibilities of scanning over value-data depends on the column-type. All the conditions of Cell's key, Cell's value, Column's name and Column's tag with SWC-DB are done with types of Comparators that are extended to domain-object types such as partially/fully order sup/subset plus extension to volumetric on lexical. SWC-DB uses a proprietary SQL (structural query language) that suit the requirements to work with it's super wide-key. SWC-DB designed to handle Yottabytes+ on a quadrillion base of entries.",,,,https://www.swcdb.org,https://github.com/kashirin-alex/swc-db,https://github.com/kashirin-alex/swc-db/tree/master/docs,Kashirin Alex,IL,2019.0,,"Commercial,Open Source",C++,,,"GPL v3,Proprietary",,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
sylvadb,SylvaDB,"Sylva (from ""silva"", a book to organize knowledge during the Renaissance) is a flexible graph database management system from researchers in Canada.",,,,http://sylvadb.com/,https://github.com/CulturePlex/Sylva,,The CulturePlex Lab,CA,2009.0,,"Academic,Open Source",JavaScript,,,AGPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
system-g,System G,"IBM System G is a framework for graph processing workloads. It includes a graph database (called the ""native store"") that handles various graphs, property graphs, and RDF-like graphs.",,,,http://systemg.research.ibm.com/,,http://systemg.research.ibm.com/download.html#document,IBM,US,2009.0,2014.0,"Industrial Research,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tabdb,TabDB,"TabDB is a relational DBMS that uses JavaScript to store data in web browser tabs as titles. To execute a query, it retrieves the tabs' titles, concatenates it, unzips it, and loads it into an in-memory SQLite database.",,,,https://tabdb.io,https://github.com/kkuchta/tabdb,,Kevin Kuchta,US,2019.0,,"Hobby,Open Source",JavaScript,,,,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
taffydb,TaffyDB,TaffyDB is an in-memory embedded DBMS engine written in JavaScript.,,,,http://taffydb.com/,https://github.com/typicaljoe/taffydb,,Ian Smith,US,2009.0,,Open Source,JavaScript,,,MIT,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
tajo,Tajo,"Apache Tajo is an open-source big data relational and distributed data warehouse system that provides fault-tolerant analytical processing on large-scale datasets. Apache Tajo was developed inspired by,BigQuery,. Ostrich is ""Tajo"" in Korean and has long legs, which is used as a homonym for ""Bridge"". Apache Tajo represents the role that the database plays in connecting data sources with analysis tools. Apache Tajo provides a distributed column-oriented storage and column-oriented SQL query engine used to process large amounts of data. It is compatible with Apache Hadoop and HDFS and supports SQL standards including complex queries, joins, and aggregations. Apache Tajo is designed to be scalable and can process massive data sets with tens of thousands of nodes. It supports various file formats, including CSV, TSV, ORC, and Parquet. The Tajo constructs a master-slave cluster with master nodes and worker nodes. The master nodes manage the cluster and coordinate query execution, while the worker nodes perform the actual data processing. Tajo also supports user-defined functions (UDFs), which allow users to extend the functionality of Tajo with their custom logic. Additionally, Tajo includes a web-based user interface and a command-line interface for managing and querying data. For optimizations, Tajo provides a cost-based optimization model and an expandable rewrite rule.",,,,http://tajo.apache.org/,https://git-wip-us.apache.org/repos/asf?p=tajo.git,http://tajo.apache.org/docs/current/,"Hyunsik Choi and Jihoon Son, who was a member of Korea University's DB Laboratory",KR,2012.0,2020.0,Open Source,Java,,,Apache v2,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
tarantool,Tarantool,"Tarantool is an integration of a Lua application server and a database management system. The DBMS was originally developed as an in-memory NoSQL DBMS, and later it was extended with a disk storage engine option. Tarantool's in-memory engine is lock-free. It uses cooperative multitasking to handle thousands of connections simultaneously. There is a fixed number of independent execution threads and they do not share state. The disk-based storage engine also exploits the advantage of single-threaded requests and hence avoid unnecessary synchronization overhead. Tarantool also supports secondary indexes, asynchronous replication, and some SQL operations.",,,,https://tarantool.io,https://github.com/tarantool/tarantool,https://tarantool.io/en/doc/1.10/,Tarantool,RU,2008.0,,"Commercial,Open Source",C,,,BSD,,,,"Disk-oriented,In-Memory",,,,,,,,,,,,,,,,,,,,,
tayzgrid,TayzGrid,TayzGrid is an elastic in-memory data grid with a peer to peer dynamic clustering architecture.,,,,http://www.alachisoft.com/tayzgrid/,http://www.alachisoft.com/download-tayzgrid-oss-tar.html,http://www.alachisoft.com/resources/docs/#tayzgrid,Alachisoft,US,,,"Commercial,Open Source",Java,,,Proprietary,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
tdengine,TDengine,"TDengine™ is a popular open-source data platform purpose-built for time-series data. With over 19,000 stars on GitHub and hundreds of new instances daily, TDengine is used in over 50 countries worldwide. Compared with other time-series databases (TSDB), TDengine differentiates itself with its high performance, cloud native design, and built-in caching, stream processing, and data subscription features, making it a comprehensive but simplified solution for time-series data processing. In addition, TDengine’s kernel and clustering feature are made available under an open-source license. The TDengine Team is fully committed to maintaining this open development model and believes that no software can win the market unless its core functionalities are fully open. TDengine was founded and is developed by a group of engineers with passion, proven track records, and keen insights into time-series data. Our mission is to make developers successful by providing the best products and services and maintaining an active developer community. It has offices in both Silicon Valley and Beijing.",Relational,,,https://tdengine.com/,https://github.com/taosdata/TDengine,https://docs.tdengine.com/,TDengine,CN,,,"Commercial,Open Source",C,"C,C#,C++,Go,Java,JavaScript,PHP,Python,Rust,SQL",,AGPL v3,"Linux,OS X,Windows",@TDengineDB,,Hybrid,,,,,,,,,,,,,,,,,,,,,
tendis,Tendis,Tendis is a distributed DBMS that is compatible with the Redis protocol.,Key/Value,,,http://tendis.cn/,https://github.com/Tencent/Tendis,,Tencent,CN,,,Open Source,C++,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
tensorbase,TensorBase,TensorBase is a OLAP query engine designed to execute on Apache Arrow data sets.,Relational,,,https://tensorbase.io,https://github.com/tensorbase/tensorbase,,,CN,,,Open Source,Rust,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
tera,Tera,"Tera is a 100 PBs level, real-time high performance distributed NoSQL database. The storage architecture of Tera is based on Google's BigTable and targeted for real-time applications, mainly for Baidu's own services such as its very own web crawling engine, Spider. Design choices are made based on the challenging contexts of Baidu's webpage indexing services, leading to requirements of scalability and very high real-time performance (over hundreds of billions QPS). Besides the web crawling engine, Tera is widely used in other services of Baidu with various requirements, ranging from throughput-oriented applications to latency-sensitive service, including web indexing, WebPage DB, LinkBase DB, etc. Tera is able to support hundreds of millions QPS in terms of random reads and writes, 100,000 billions level of records and hundreds of PB volumns of data. It replaced the former Hadoop based storage system in Baidu, which lacked scalability and timeliness due to its nature of heavy MapReduce programs usage. Tera supports a global ordering of all records, which facilitates the statistical analysis of intervals, as well as automatic loading balancing and MVCC.",Column Family,,,https://github.com/baidu/tera,https://github.com/baidu/tera,,"Baidu, Inc.",CN,,,"Commercial,Open Source",C++,C++,,BSD,Linux,,,Hybrid,,,,,,,,,,,,,,,,,,,,,
terarkdb,TerarkDB,"TerarkDB was forked from RocksDB v5.18.3, most of its features are the same as RocksDB but for some cases, TerarkDB has much better performance.",Key/Value,,,https://github.com/bytedance/terarkdb,https://github.com/bytedance/terarkdb,https://bytedance.feishu.cn/docs/doccnZmYFqHBm06BbvYgjsHHcKc,Bytedance Engineering Team,CN,,,Open Source,C++,"C,C++,Java",,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,,,
terminusdb,TerminusDB,TerminusDB is an open-source model driven graph DBMS designed for knowledge graph representation.,"Document / XML,Graph,Triplestore (RDF)",,,https://terminusdb.com/,https://github.com/terminusdb/terminusdb,,TerminusDB,IE,,,"Commercial,Open Source","Prolog,Rust","Prolog,Rust",,GPL v3,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
terrastore,Terrastore,Terrastore was a distributed document DBMS that provided per-document consistency guarantees.,Document / XML,,,http://code.google.com/p/terrastore/,http://code.google.com/p/terrastore/,,Sergio Bossa,GB,,,Open Source,Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
thinksql,ThinkSQL,ThinkSQL is a relational DBMS that supports SQL written in Pascal.,Relational,,,http://www.thinksql.co.uk/,https://github.com/ggaughan/ThinkSQL,https://www.thinksql.co.uk/main/documentation.html,,GB,,,"Commercial,Open Source",Pascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrudb,ThruDB,ThruDB was a collection of database services built on top of the Thrift framework. It supported multiple storage back-ends.,,,,http://thrudb.org/,https://code.google.com/archive/p/thrudb/,,Jake Luciani,US,,,Open Source,C++,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
tidb,TiDB,"TiDB is an open-source distributed SQL database that supports Hybrid Transactional and Analytical Processing (HTAP) workloads. It is MySQL compatible and features horizontal scalability, strong consistency, and high availability. The goal of TiDB is to provide users with a one-stop database solution that covers OLTP (Online Transactional Processing) and Real-time Analytics. TiDB is suitable for various use cases that require high availability, strong consistency, and real-time analytics with large-scale data. TiDB Cloud (https://tidbcloud.com/) is the fully-managed TiDB service on public cloud.",Key/Value,,,https://www.pingcap.com/,https://github.com/pingcap/tidb,https://docs.pingcap.com/,PingCAP,CN,,,"Commercial,Open Source",Go,"C,C++,Cocoa,D,Eiffel,Erlang,Go,Haskell,Java,Lua,Ocaml,Perl,PHP,Python,Ruby,Scheme,SQL,Tcl",,Apache v2,"Hosted,Linux",@PingCAP,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
tiedot,tiedot,"tiedot is a document-oriented DBMS uses JSON with set operations. It can be embedded into an application, or run a stand-alone server using HTTP for an API.",Document / XML,,,http://tiedot.github.io/,https://github.com/HouzuoGuo/tiedot,,Howard Guo,FI,,,Open Source,Go,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
tieredmemdb,TieredMemDB,TieredMemDB is a fork of Redis from Intel that is designed to store data in persistent memory.,,,,https://tieredmemdb.github.io/,https://github.com/TieredMemDB/TieredMemDB,https://tieredmemdb.github.io/TieredMemDB/,Intel,PL,,,"Industrial Research,Open Source",,,,,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
tigerbeetle,TigerBeetle,TigerBeetle is a financial accounting DBMS written in Zig. It is not a general purpose DBMS and thus it only support a specific database schema designed for financial transactions.,Relational,,,https://www.tigerbeetle.com/,https://github.com/coilhq/tigerbeetle,https://github.com/coilhq/tigerbeetle#quickstart,"Coil Technologies, Inc.",ZA,,,Open Source,Zig,,,Apache v2,"Linux,OS X",@TigerBeetleDB,,,,,,,,,,,,,,,,,,,,,,,
tikv,TiKV,"TiKV is an open source distributed Key-Value database which is based on the design of Google Spanner and HBase, but it is much simpler without dependency on any distributed file system. It's has primary features including Geo-Replication, Horizontal scalability, Consistent distributed transactions, Coprocessor support.",Key/Value,,,https://tikv.org,https://github.com/tikv/tikv,https://pingcap.com/docs/,Cloud Nature Computing Foundation (CNCF),CN,,,Open Source,Rust,"Go,Java",,Apache v2,Linux,@PingCAP,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
tile38,Tile38,Tile38 is an in-memory geolocation data store.,,,,http://tile38.com/,https://github.com/tidwall/tile38,,Josh Baker,US,,,Open Source,Go,,,MIT,,@Tile38DB,,In-Memory,,,,,,,,,,,,,,,,,,,,,
tiledb,TileDB,"TileDB is an embedded storage engine designed to support the storage and access of both dense and sparse multi-dimensional arrays. The key idea of TileDB is that it stores array elements into collections called fragments, which can be either dense or sparse. Each of these fragments stores data in data tiles. In the case of dense fragments, the capacity of data tiles is limited by a fixed chunk size. In the case of sparse fragments, the capacity of data tiles is limited by a fixed element size. TileDB also supports parallel I/O and is completely multi-threaded. TileDB is designed to store many different types of data, such as genomic data, machine learning model parameters, imaging data, and LiDaR data. TileDB Inc. also has a cloud offering called TileDB Cloud SaaS, which is a closed-source offering of TileDB with additional features, such as serverless UDFs and task graphs to build custom workflows of TileDB tasks. The architecture of TileDB Cloud is centered around a REST API service, and uses their embedded, open-source storage engine.",Array / Matrix / Vector,,,https://tiledb.com/,https://github.com/TileDB-Inc/TileDB,https://docs.tiledb.com/main/,"TileDB Inc, Intel Labs",US,,,"Commercial,Open Source",C++,"C,C#,C++,Go,Java,Python,R",,MIT,"Linux,OS X,Windows",@tiledb,,"Disk-oriented,In-Memory",,,,,,,,,,,,,,,,,,,,,
timbala,Timbala,Timbala was an experimental time-series database written in Go.,Relational,,,https://github.com/mattbostock/timbala,https://github.com/mattbostock/timbala,https://github.com/mattbostock/timbala/tree/master/docs,Matt Bostock,GB,,,"Hobby,Open Source",Go,,,Apache v2,Linux,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
timber,TIMBER,"TIMBER ("",T,ree-structured native XML database,I,mplemented at the University of,M,ichigan by,B,right,E,nergetic,R,esearchers"") is a academic XML DBMS prototype.",Document / XML,,,http://dbgroup.eecs.umich.edu/timber/,http://dbgroup-internal.eecs.umich.edu/timber/download.php,http://dbgroup.eecs.umich.edu/timber/usermanual/index.htm,University of Michigan,US,,,"Academic,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tingodb,TingoDB,TingoDB is an embedded Node.js database written in JavaScript and is designed to be API compatible with MongoDB.,Document / XML,,,http://www.tingodb.com/,https://github.com/sergeyksv/tingodb,http://www.tingodb.com/info/,PushOk Software,RU,,,Open Source,JavaScript,JavaScript,,MIT,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
tinybase,TinyBase,TinyBase is an embedded relational DBMS for TypeScript applications.,Relational,,,https://tinybase.org,https://github.com/tinyplex/tinybase,https://tinybase.org/api/,James Pearce,US,,,Open Source,TypeScript,TypeScript,,MIT,,@tinybasejs,,,,,,,,,,,,,,,,,,,,,,,
tinydb,TinyDB,TinyDB is a document-oriented database management system written in Python with no external dependencies.,Document / XML,Custom API,Embedded,https://tinydb.readthedocs.org/,https://github.com/msiemens/tinydb,https://tinydb.readthedocs.org/,Markus Siemens,DE,2013.0,,Open Source,Python,Python,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
tinydb-berkeley,TinyDB (Berkeley),TinyDB was a SQL-based query processing system over decentralized remote sensors. It was designed to work on TinyOS.,Relational,SQL,Shared-Nothing,http://telegraph.cs.berkeley.edu/tinydb/,,http://telegraph.cs.berkeley.edu/tinydb/doc/,University of California-Berkeley,US,1999.0,,"Academic,Open Source",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tinysql,tinySQL,,,,,http://priede.bf.lu.lv/ftp/pub/DatuBazes/tinySQL/tinySQL.htm,https://sourceforge.net/projects/tinysql/,,Brian Jepson,US,2003.0,,Open Source,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titan-nosql,Titan,Titan is a distributed NoSQL DBMS that is designed to be compatible with the Redis protocol.,,,,https://github.com/meitu/titan,https://github.com/meitu/titan,,"Meitu, Inc.",CN,2018.0,,"Hobby,Open Source",Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
titan,Titan,Titan is a graph database engine.,Graph,Gremlin,,http://titandb.io/,https://github.com/thinkaurelius/titan,http://s3.thinkaurelius.com/docs/titan/1.0.0/,Aurelius,,2012.0,,Open Source,Java,,,Apache v2,,@aureliusgraphs,,,,,,,,,,,,,,,,,,,,,,,
tokudb,TokuDB,TokuDB is a replacement storage engine for MySQL that used fractal trees.,Relational,,,http://www.tokutek.com/products/tokudb-for-mysql/,https://github.com/percona/tokudb-engine,,Percona,US,2009.0,,"Commercial,Open Source",,,,GPL v2,,@tokutek,,,,,,,,,,,,,,,,,,,,,,,
tokumx,TokuMX,,,,,http://www.tokutek.com/products/tokumx-for-mongodb/,https://github.com/Tokutek/mongo,,Tokutek,US,,,"Commercial,Open Source",,,,"AGPL v3,Apache v2,GPL v2",,,,,,,,,,,,,,,,,,,,,,,,,
tokyo-cabinet,Tokyo Cabinet,"Tokyo Cabinet is an,embedded,key-value store,written in C, with native support for C and C++ and wrapper APIs for other languages. Keys and values are,NULL,-terminated strings or arbitrary sequences of bytes and generally have variable size. Tokyo Cabinet is not a relational database management system; It is a dedicated key-value store similar to,LevelDB,RocksDB, etc. An application uses a custom non-SQL API to invoke insert, delete, update operations on data and other management functions. Tokyo Cabinet supports concurrent access. It also implements a thin ""table"" abstraction which simulates columns over a key-value store and transactions with ACID properties and write-ahead logging. The key-value storage layer is built on top of three fundamental data structures: (1) a static hash table with separate chaining (every bucket is a binary search tree), (2) a non-concurrent B+ tree, and, (3) a fixed-size array. Necessary data retrieval and management functions --,get,put,delete,update,range,queries -- are supported by all three data structures, albeit with specific properties.",Key/Value,Custom API,Embedded,http://fallabs.com/tokyocabinet/,https://fallabs.com/tokyocabinet/,https://fallabs.com/tokyocabinet/spex-en.html,FAL Labs,JP,2006.0,,Open Source,C,"C,C++,Java,Lua,Perl,Ruby",,LGPL v2,,,,,,,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,
tokyo-tyrant,Tokyo Tyrant,,,,,http://fallabs.com/tokyotyrant/,,,,JP,,,Open Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomp2p,TomP2P,"TomP2P is a distributed hash table with additional features, such as storing multiple values for a key.",Key/Value,,,http://tomp2p.net/,https://github.com/tomp2p/TomP2P,https://tomp2p.net/doc/,Thomas Bocek,CH,2004.0,,Open Source,Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
torodb,ToroDB,ToroDB is a middleware layer that turns Postgres into a MongoDB-compatible server.,Document / XML,,Shared-Everything,https://www.torodb.com/,https://github.com/torodb/server,,8Kdata,ES,,,Open Source,Java,,,AGPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
trafodion,Trafodion,"Trafodion is an open-source webscale SQL-on-Hadoop DBMS solution that extends and builds on Apache Hadoop. Its name is the Welsh word for ""transactions"" (pronounced ""Tra-vod-eee-on"") because the developers wanted to emphasize the fact that one specific way it extended Hadoop was through guaranteed transactional integrity. By doing so, it targets big data transactional and operational workloads rather than analytic workloads. It is ACID-compliant and has fully-functional ANSI SQL support",Column Family,SQL,,https://trafodion.apache.org/,https://github.com/apache/trafodion,https://trafodion.apache.org/documentation.html,Hewlett-Packard Company,US,2014.0,,Open Source,"C++,Java",SQL,,Apache v2,,@trafodion,,,,,,,,,,,,,,,,,,,,,,,
