Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Storage Architecture,Storage Model,Storage Organization,Stored Procedures,Views,Twitter,Inspired By,Compatible With,Wikipedia,Checkpoints,Compression,Former Name,Derived From,Storage Format
chaozzdb,chaozzDB,"chaozzDB is a proof-of-concept embedded, flat-file SQL DBMS written entirely in PHP.",,,Embedded,https://chaozz.nl/chaozzdb,https://github.com/chaozznl/chaozzDB,,Elmar Wenners,NL,2008.0,,"Hobby,Open Source",PHP,,,Creative Commons License,,,,,,,,,,,,,,,,,,,,,,,
cheetah,Cheetah,Cheetah was an embedded dBase-compatiable DBMS engine for Windows applications.,Relational,,Embedded,http://cheetahdatabase.sourceforge.net/,https://sourceforge.net/projects/cheetahdatabase/,,PlanetSquires Software,CA,2005.0,,Open Source,Visual Basic,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
chronicle-map,Chronicle Map,Chronicle Map is an in-memory key-value DBMS designed for low-latency applications.,Key/Value,,,https://chronicle.software/products/map/,https://github.com/OpenHFT/Chronicle-Map,,Chronicle Software,GB,2014.0,,"Commercial,Open Source",Java,,,LGPL v3,,,,,,,,,,,,,,,,,,,,,,,
chronix,Chronix,"Chronix is a collection of Java-based frameworks for time-series data storage and analysis. It is built on top of existing open-source solutions, such as Apache Solr, Apache Lucene, and Apache Spark.",,,,http://www.chronix.io/,https://github.com/ChronixDB/chronix.server,,QAware,DE,2015.0,,"Commercial,Open Source",Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
citus,Citus,"Citus is an extension to Postgres to make it a distributed, shared-nothing DBMS.",Relational,,Shared-Nothing,http://www.citusdata.com/,https://github.com/citusdata/citus,,Citus Data,"US,TR",2010.0,,"Commercial,Open Source",C,,,AGPL v3,,,,,,,,,,,,,,,,,,,,,,,
clickhouse,ClickHouse,CilckHouse is an open-source column-oriented OLAP DBMS. It is designed to provide linear scalability of queries.,Relational,,Shared-Nothing,https://clickhouse.com/,https://github.com/ClickHouse/ClickHouse,,Yandex,RU,2016.0,,"Commercial,Open Source",C++,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
cloudkit,CloudKit,"CloudKit provides schema-free, auto-versioned, RESTful JSON storage.",Document / XML,,,http://getcloudkit.com/,https://github.com/jcrosby/cloudkit,,,US,2008.0,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
cnosdb,CnosDB,CnosDB is a distributed time-series database management system written in Rust.,Relational,,Shared-Disk,https://www.cnosdb.com,https://github.com/cnosdb/cnosdb,,CnosDB,CN,2021.0,,"Commercial,Open Source",Rust,,,AGPL v3,,,,,,,,,,,,,,,,,,,,,,,
cockroachdb,CockroachDB,CockroachDB (sometimes shortened as CRDB) is a free and open source distributed SQL database built on a transactional and strongly-consistent key-value store. It is backed by PebbleDB (a RocksDB/LevelDB-inspired K/B store) and uses the Raft distributed consensus algorithm to ensure consistency.,Relational,,Shared-Nothing,https://www.cockroachlabs.com/,https://github.com/cockroachdb/cockroach/,,Cockroach Labs,US,2014.0,,"Commercial,Open Source",Go,,,Business Source License,,,,,,,,,,,,,,,,,,,,,,,
codernitydb,CodernityDB,CodernityDB is NoSQL key-value DBMS written in Python.,Key/Value,HTTP / REST,Shared-Everything,http://labs.codernity.com/codernitydb/,https://bitbucket.org/codernity/codernitydb,,Codernity.com,PL,2011.0,,Open Source,Python,,,Apache v2,,,,,,,,,,,N-ary Storage Model (Row/Record),,,,@codernity,,,,,,,,
cogadb,CoGaDB,CoGaDB was an academic column-oriented DBMS that supported GPU acceleration. It was developed by researchers at TU Berlin.,Relational,SQL,Shared-Everything,http://cogadb.dfki.de/,,https://wwwiti.cs.uni-magdeburg.de/iti_db/research/gpu/cogadb/0.22/doc/,TU Berlin,DE,2012.0,,"Academic,Open Source",C++,,,GPL v3,Linux,,,,,,,,,,Decomposition Storage Model (Columnar),,,,,,,,,,,,
cogdb,CogDB,CogDB is an embedded RDF (graph) DBMS library for Python applications.,Triplestore (RDF),Custom API,Embedded,https://cogdb.io/,https://github.com/arun1729/cog,,Arun Mahendra,CA,2017.0,,"Hobby,Open Source",Python,Python,,MIT,,,,,,,,,,,,,,,,,,,,,,,
column,Column,Column is an embedded DBMS engine that stores in-memory columnar data.,Relational,Custom API,Embedded,https://github.com/kelindar/column,https://github.com/kelindar/column,,Roman Atachiants,AE,2021.0,,"Hobby,Open Source",Go,Go,,MIT,Linux,,,,,,,,,In-Memory,Decomposition Storage Model (Columnar),Heaps,,,,,,,,,,,
comdb2,Comdb2,"Comdb2 is a consistent, synchronously replicated SQL database built by Bloomberg.",Relational,SQL,,https://bloomberg.github.io/comdb2/,https://github.com/bloomberg/comdb2,https://bloomberg.github.io/comdb2/,Bloomberg,US,2004.0,,Open Source,C,,,Apache v2,,,,,,,,,,,,,,,@comdb2,,,,,,,,
compass,Compass,"Compass is a powerful Search Engine mapping built on the Lucene API. It is designed for fast search and supports mapping from data object to the Search Engine. Unlike a traditional database, Compass' primary goal is to ""simplify the integration of Search Engine into any application"". By incorporating fast index operations and optimization, this DMBS allows itself to be used as a lightweight application datasource.","Document / XML,Object-Oriented",Custom API,Shared-Memory,http://www.compass-project.org/,https://github.com/kimchy/compass,http://www.compass-project.org/docs/2.2.0/reference/html/,Shay Banon,GB,2006.0,,Open Source,Java,Java,,Apache v2,OS X,Optimistic Concurrency Control (OCC),,Inverted Index (Full Text),Read Committed,Hash Join,,,Materialized Model,In-Memory,Custom,Indexed Sequential Access Method (ISAM),Not Supported,,,,,,,,,,
composedb,ComposeDB,ComposeDB is a decentralized graph DBMS running on top of IPFS.,Graph,GraphQL,,https://composedb.js.org,https://github.com/ceramicstudio/js-composedb,https://composedb.js.org/docs/0.4.x/introduction,3Box Labs,IE,2022.0,,Open Source,TypeScript,,,"Apache v2,MIT",,,,,,,,,Tuple-at-a-Time Model,,,,,,@ComposeDB,,,,,,,,
computedb,ComputeDB,"ComputeDB is a distributed, in-memory OLAP DBMS.",Relational,SQL,,http://www.snappydata.io/,https://github.com/SnappyDataInc/snappydata,https://tibco-computedb.readthedocs.io/,Tibco,US,2015.0,,"Commercial,Open Source",Java,,Spark SQL,Apache v2,All OS with Java VM,,,,,,,,,In-Memory,,,,,@SnappyData,,,,,,,,
conceptbasecc,ConceptBase.cc,ConceptBase.cc is a multi-user deductive and object-oriented database system for metamodeling and method engineering.,Object-Oriented,Datalog,,http://conceptbase.cc,https://sourceforge.net/projects/conceptbase/,,"University of Skövde, University of Aachen","DE,SE",1995.0,,"Academic,Open Source",,,,BSD,,,,,,,,,,,,,,,@mjuvt,,,https://en.wikipedia.org/wiki/ConceptBase,,,,,
concourse,Concourse,Concourse is a hybrid operational and analytics document-oriented DBMS that supported automatic indexing.,Document / XML,Custom API,,http://concoursedb.com/,https://github.com/cinchapi/concourse,https://docs.cinchapi.com/concourse/,Cinchapi Inc.,US,2012.0,,"Commercial,Open Source",Java,,,Apache v2,,,,,,,,,,,,,,,@ConcourseDB,,,,,,,,
condensation,Condensation,"Condensation is a decentralized, encrypted block-chain database system.",Object-Oriented,Custom API,,https://condensationdb.com/,https://github.com/CondensationDB/Condensation-java,https://condensation.io/,,CH,2020.0,,Open Source,Java,Java,,Apache v2,,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,
consus,Consus,Consus is a geo-replicated transactional key-value store.,Key/Value,,,http://consus.io/,https://github.com/rescrv/Consus,,Cornell University,US,2015.0,,"Academic,Open Source",C++,,,BSD,,,,,,,,,,,,,,,,,,,,,,,
consus-java,Consus,Consus is a Java embedded object-relational database management system.,Object-Relational,,Embedded,http://www.garret.ru/consus.html,,http://www.garret.ru/consus/docs/Consus.html,Konstantin Knizhnik,RU,2004.0,,Open Source,Java,Java,,BSD,,,,,,,,,,,,,,,,,,,,,,,
coral,CORAL,"Coral is a deductive database management system that supports a rich declarative language, and an interface to C++ which allows for a combination of declarative and imperative programming.",,,,http://research.cs.wisc.edu/coral/,,ftp://ftp.cs.wisc.edu/coral/coral-1.5/INSTALL,University of Wisconsin,US,1988.0,,"Academic,Open Source",C++,C++,,,,,,,,,,,,,,,,,,,,,,,,,
coreobject,CoreObject,CoreObject is a version-controlled object database for Objective-C. It uses Mercurial to manage versioning with a SQLite storage engine.,Object-Oriented,Custom API,,http://coreobject.org/,https://github.com/etoile/CoreObject,http://etoileos.com/dev/api/CoreObject/,Étoilé Project,FR,2007.0,,"Academic,Open Source",Objective-C,Objective-C,SQLite,MIT,"iOS,OS X",,,,,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,
couchbase,Couchbase,"Couchbase is an open-source, distributed NoSQL document database. It supports the Memcached client protocol and provides extra features like disk persistence, data replication.","Key/Value,Document / XML",Custom API,Shared-Nothing,http://www.couchbase.com/,https://github.com/couchbase/manifest,https://docs.couchbase.com/home/index.html,"Couchbase, Inc.",US,2010.0,,"Commercial,Open Source","C,C++,Erlang,Go","C,C#,Go,Java,JavaScript,PHP,Python",,Apache v2,"Linux,OS X,Windows",Optimistic Concurrency Control (OCC),Not Supported,"B+Tree,Skip List,Hash Table,Inverted Index (Full Text)","Read Committed,Serializable",Nested Loop Join,,,,Disk-oriented,Custom,Sorted Files,Supported,Materialized Views,@couchbase,,Memcached,https://en.wikipedia.org/wiki/Couchbase_Server,,,,,
couchdb,CouchDB,"CouchDB ("",c,luster,o,f,u,nreliable,c,ommodity,h,ardware"") is a document-oriented NoSQL DBMS.",Document / XML,HTTP / REST,Shared-Nothing,http://couchdb.apache.org/,https://github.com/apache/couchdb,http://docs.couchdb.org/en/stable/index.html,Damien Katz,US,2005.0,,Open Source,Erlang,"C,C#,Erlang,Haskell,Java,JavaScript,Lisp,Lua,Objective-C,Ocaml,Perl,PHP,PL/SQL,Python,Ruby,Smalltalk",,Apache v2,"Android,BSD,iOS,Linux,OS X,Solaris,Windows",Multi-version Concurrency Control (MVCC),,B+Tree,Snapshot Isolation,Not Supported,Shadow Paging,,,Disk-oriented,Custom,Copy-on-Write / Shadow Paging,Not Supported,,@CouchDB,,,https://en.wikipedia.org/wiki/Apache_CouchDB,,,,,
covenantsql,CovenantSQL,"CovenantSQL is a decentralized SQL database management system derived from SQLite and built on top of a blockchain. It supports most of the SQL-92 features. Each party interacting with CovenantSQL is either a client, a block producer, or a miner: When a client sends a connection request, the request is directed to one node among a group of block producers. The block producers maintain a public blockchain (main chain). When a block producer receives a request, it allocates a number of miners. The miners self-organize and produce a separate block chain, called a shard chain. Each miner is an independent database engine running SQLite. CovenantSQL uses Go's driver for SQLite to interact with individual miners. The main chain implements Delegated Proof-of-Stake, which provides eventual consistency among block producers. The block producers pack all SQL queries from clients along with the shard chain's signature into the main block chain. The shard chains themselves consist of database contents and query results. The miners pertaining a shard chain use Byzantine Fault-Toleranted Raft, which provides strong consistency among miners that serve the same client. The leader in each miner group uses two phase commit to support transactions.",Relational,SQL,Shared-Nothing,https://covenantsql.io/,https://github.com/CovenantSQL/CovenantSQL,https://developers.covenantsql.io,Covenant Labs,CN,2018.0,,"Commercial,Open Source",Go,"Go,Java,JavaScript,Python,SQL",SQLite,Apache v2,"Linux,OS X","Two-Phase Locking (Deadlock Prevention),Two-Phase Locking (Deadlock Detection)",Supported,B+Tree,"Read Uncommitted,Serializable,Snapshot Isolation",Nested Loop Join,Physical Logging,Code Generation,Tuple-at-a-Time Model,"Disk-oriented,In-Memory",N-ary Storage Model (Row/Record),,Not Supported,Virtual Views,@CovenantLabs,,,,,,,,
cozo,Cozo,"Cozo is transactional, relational DBMS that supports Datalog queries on graph data.",Relational,Datalog,Embedded,https://github.com/cozodb/cozo,https://github.com/cozodb/cozo,https://cozodb.github.io/current/manual/,Ziyang Hu,GB,2022.0,,"Hobby,Open Source",Rust,,RocksDB,Mozilla Public License,Linux,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
cql,CQL++,CQL++ is a SQL and B+tree/ISAM database management system providing a single user or client/server.,Relational,,"Shared-Everything,Embedded",http://www.cql.com,http://www.cql.com/cql.html,,Machine Independent Software Corporation,US,1994.0,,"Commercial,Open Source",C++,C++,,"GPL v2,Proprietary","Linux,Windows",,,B+Tree,,,,,,,,Indexed Sequential Access Method (ISAM),,,,,,,,,,,
cqlite,CQLite,CQLite is an embedded graph DBMS implemented in Rust.,Graph,,Embedded,https://crates.io/crates/cqlite,https://github.com/dyedgreen/cqlite,,Tilman Roeder,GB,2021.0,,"Hobby,Open Source",Rust,Rust,,MIT,Linux,,,,,,,,,,,,,,,,,,,,,,
cratedb,CrateDB,"CrateDB is an open-source, distributed, shared-nothing SQL database system developed by Crate.io, built on top of a variety of open source projects. Some of these projects include Facebook’s Presto SQL parser and the Apache Lucene search library. The system's target workload is machine-generated IoT data, particularly for operational analytics applications.",,,Shared-Nothing,https://crate.io/,https://github.com/crate/crate,,Crate.io,AT,2014.0,,"Commercial,Open Source",Java,,,Apache v2,All OS with Java VM,,,,,,,,,,,Sorted Files,,,,,,,,,,,
csql,CSQL,CSQL is an open-source in-memory relational DBMS.,Relational,,,http://www.csqldb.com/,http://sourceforge.net/projects/csql,,LAKSHYA Solutions Limited,IN,2005.0,2008.0,"Commercial,Open Source",,SQL,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
cubicweb,CubicWeb,,Graph,,,http://www.cubicweb.org/,https://www.cubicweb.org/project,,Logilab,FR,2000.0,,Open Source,Python,,,LGPL v2,,,,,,,,,,,,,,,,,,,,,,,
cubrid,Cubrid,"CUBRID is an open-source object-relational OLTP database management system under GPL/BSD license, developed and owned by NHN Corporation. It is optimized for web services with its multi-threaded, multi-server architecture, native borker middleware, Multiversion Concurrency Control, cost-based query optimizer and High Availability feature.",Object-Relational,,Shared-Nothing,http://www.cubrid.org/,https://github.com/CUBRID/cubrid,,Naver Corporation,KR,2008.0,,Open Source,C,"C,Java,JavaScript,Perl,PHP,Python,Ruby",,"BSD,GPL v2","Linux,Windows",,,B+Tree,,,,,,,,Heaps,,,,,,,,,,,
curiodb,CurioDB,"CurioDB is a distributed and persistent NoSQL database that is compatible with Redis. It uses,Akka,persistence storage layer to read/write data from,LevelDB,.",Key/Value,,Shared-Nothing,http://curiodb.jupo.org/,https://github.com/stephenmcd/curiodb,,Stephen McDonald,AU,2015.0,,Open Source,Scala,,,BSD,Linux,,,,,,,,,,,,,,,,,,,,,,
